ID,Specie,Year,Month,Author,Locality,Latitude,Longitude,Depth (m),Area (Km2),Estimated coordinates,Reference,ANP,Protection Level,Validation,Estimated Area,Area Loss,Loss Index,Pollution ,Coastal Modification,Biological Resource Use,Climate Change ,Minning,Threath index ,Read List Category,Regin_1,Region, ,Municip,Categor,Zonifcc,Subznfc,nombr_1,Psc_Cmr,Psc_Dpr,Pesca,Buceo
240,Ruppia maritima,1921,DD,Johnston,Isla Espiritu Santo,24.5,-110.38,DD,DD,Yes,Expedition of the California Academy of Sciences to the Gulf of California,Zona marina del Archipielago de Espiritu Santo,2,DD,,,,0,0,0,,0,,,Peninsula de Baja California y Pacifico Norte,Isla Espiritu Santo,Baja California Sur,Frente a las costas de La Paz,Zona Nucleo,Uso Restringido,Uso Restringido,Bahia San Gabriel,NO,NO,Prohibida,Permitido
241,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Isla San Esteban,28.7,-112.56,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
242,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Isla San Esteban,28.69,-112.55,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
243,Ruppia maritima,2009,DD,Meling-Lopez,Isla Siaric,27.08,-110.01,DD,DD,No,La planta acuatica Ruppia maritima en el noroeste de Mexico: aumento de su presencia y efectos en la cadena trofica.,,0,DD,,,,1,1,1,,0,,,,Isla Siari ,Sonora,,,,,,,,,
244,Zostera marina,1992,February,Lanham,Isla Talchichilte,24.93,-108.05,DD,DD,No,ARIZ,Sitio Ramsar Laguna Playa Colorada-Santa María La Reforma,1,DD,,,,1,1,1,,0,,,,Bahia Santa Maria,Sinaloa,,,,,,,,,
245,Zostera marina,1645,DD,Perez de Ribas,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Triunfos de nuestra Santa Fe,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
246,Zostera marina,1729,DD,Perea,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Carta al padre visitador Nicolas de Oro,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
247,Zostera marina,1944,DD,Dawson,Isla Tiburon,29.048,-112.21,DD,DD,Yes,The marine algae of the Gulf of California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
248,Zostera marina,1970,April,Felger y Moser,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Eelgras (Zostera marina) in the Gulf of California: Discovery of its nutritional value by the Seri Indians,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
249,Zostera marina,1971,May,Diaz-Luna,Isla Tiburon,29.048,-112.21,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
250,Zostera marina,1976,March,Felger,Isla Tiburon,29.048,-112.21,DD,DD,Yes,The Gulf of California: An Ethno-Ecological Perspective,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
251,Ruppia maritima,1976,DD,Felger y Lowe,Isla Tiburon,29.048,-112.21,DD,DD,Yes,The Island and coastal vegetation and flora of the Northern part of Gulf of California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
252,Zostera marina,1976,DD,Felger y Lowe,Isla Tiburon,29.048,-112.21,DD,DD,Yes,The Island and coastal vegetation and flora of the Northern part of Gulf of California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
253,Zostera marina,1977,DD,Sheridan y Felger,Isla Tiburon,28.89,-112.24,DD,DD,Yes,Indian utilization of Eelgrass (Zostera marina L.) in Northewestern Mexico: The Spanish Colonial Record,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
254,Ruppia maritima,2002,DD,Bourillon-Moreno,Isla Tiburon,29.048,-112.21,DD,DD,Yes,"Exclusive fishing zone as a strategy for managing fishery resources by the Seri Indians, Gulf of California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
255,Zostera marina,2002,DD,Felger et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
256,Halodule wrightii,2006,DD,Ulloa et al.,Isla Tiburon,28.89,-112.24,DD,DD,Yes,Planeacion ecorregional para la conservacion marina: Golfo de California y costa occidental de Baja California Sur,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
257,Zostera marina,2006,DD,Ulloa et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Planeacion ecorregional para la conservacion marina: Golfo de California y costa occidental de Baja California Sur,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
258,Zostera marina,2007,April,Wilder,Isla Tiburon,28.89,-112.24,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
259,Halodule wrightii,2007,July,Wilder et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,"New plant discoveries for Sonoran Islands, Gulf of California Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
260,Ruppia maritima,2007,October,Felger et al.,Isla Tiburon,29.048,-112.21,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
261,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Isla Tiburon,29.048,-112.21,DD,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
262,Ruppia maritima,1985,January,Aguilar-Rosas y Lopez-Ruelas,Islas Verdes,25.58,-109.1,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,,,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
263,Zostera marina,1985,January,Aguilar-Rosas y Lopez-Ruelas,Islas Verdes,25.58,-109.09,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,No,,,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
264,Halodule wrightii,1985,January,Aguilar-Rosas y Lopez-Ruelas,Islas Verdes,25.58,-109.08,3,DD,No,Halodule wrightii en la bahia de Topolobampo. Sinaloa. Mexico.,Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,No,,,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
265,Halodule wrightii,2013,April-December,Corona-Melendez,La Concha,24.2,-110.3,2,DD,No,"Fauna asociada a praderas de pasto marino Halodule wrightii de Punta Roca Caimancito, de la ensenada de La Paz, B.C.S.",No,0,,,,,0,1,1,,0,,,,La Paz ,Baja California Sur,,,,,,,,,
266,Halodule wrightii,2014,January-August,Corona-Melendez,La Concha,24.2,-110.3,2,DD,No,"Fauna asociada a praderas de pasto marino Halodule wrightii de Punta Roca Caimancito, de la ensenada de La Paz, B.C.S.",No,0,,,,,0,1,1,,0,,,,La Paz ,Baja California Sur,,,,,,,,,
267,Ruppia maritima,1986,December,Felger,La Salina,31.52,-114.12,DD,DD,No,ARIZ,Alto Golfo de California y Delta del Rï¿½o Colorado,2,DD,,,,1,1,0,,0,,,Noroeste y Alto Golfo de California,Cienega de Santa Clara,Baja California y Sonora,Baja California.: Mexicali; Sonora: Puerto Penasco y San Luis Rio Colorado,Zona Nucleo,Zona Nucleo,Zona Nucleo,Nucleo,NO,NO,Prohibida,Prohibido
268,Ruppia maritima,1986,June,Ezcurra et al.,La Salina,31.52,-114.12,DD,DD,Yes,"Freshwater Islands in a Desert Sand Sea: The hydrology, flora and phytogeography of the Gran Desierto Oases of Northwestern Mexico.",Alto Golfo de California y Delta del Rï¿½o Colorado,2,DD,,,,1,1,0,,0,,,Noroeste y Alto Golfo de California,Cienega de Santa Clara,Baja California y Sonora,Baja California.: Mexicali; Sonora: Puerto Penasco y San Luis Rio Colorado,Zona Nucleo,Zona Nucleo,Zona Nucleo,Nucleo,NO,NO,Prohibida,Prohibido
269,Ruppia maritima,2008,DD,Danemann y Morzaira-Luna,Laguna San Rafael,28.58,-113.13,DD,DD,No,"Humedales de la region de Bahia de los Angeles, Baja California","Zona marina Bahia de los Angeles, Canales de Ballenas y de Salsipuedes",1,DD,,,,1,0,1,,0,,,Peninsula de Baja California y Pacifico Norte,Bahia de los Angeles,Baja California,Frente al municipio de Ensenada,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales,Este de la Isla Angel de la Guarda - Bahï¿½a San Rafael B,SI,SI,Permitida,Permitido
270,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Loreto,26.03,-111.33,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Bahia de Loreto,1,DD,,,,1,0,0,,0,,,,Loreto,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
271,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Loreto,26.03,-111.33,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Bahia de Loreto,1,DD,,,,1,0,0,,0,,,,Loreto ,Baja California Sur,Frente a las costas del municipio de Loreto,Zona de Amortiguamiento,Zona de Aprovechamiento Sustentable de los Recursos Naturales,Subzona de Aprovechamiento Sustentable de los Recursos Naturales Marina I,Bahia Loreto I,SI,SI,Permitida,Permitido
272,Ruppia maritima,1921,January-June,Johnston,Mulege,26.9,-111.95,DD,DD,Yes,Expedition of the California Academy of Sciences to the Gulf of California,No,0,DD,,,,1,1,0,,0,,,,Mulege,Baja California Sur,,,,,,,,,
273,Ruppia maritima,1987,January-June,Ramirez-Garcia y Lot,Mulege,26.9,-111.95,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,DD,,,,1,1,0,,0,,,,Mulege,Baja California Sur,,,,,,,,,
274,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Mulege,26.9,-111.95,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,DD,,,,1,1,0,,0,,,,Mulege,Baja California Sur,,,,,,,,,
275,Zostera marina,2006,May,Wilder,Palo Fierro,28.95,-112.22,DD,DD,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
276,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.2,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
277,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.2,DD,DD,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
278,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.23,DD,DD,No,BCMEX,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
279,Zostera marina,2009,June,Lopez-Calderon et al.,Palo Fierro,29.023,-112.198,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
280,Zostera marina,2010,May,Lopez-Calderon et al.,Palo Fierro,29.023,-112.198,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
281,Halodule wrightii,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,,,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
282,Ruppia maritima,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,,,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
283,Zostera marina,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,1,Yes,,,,1,1,1,,0,,,,Topolobampo,Sinaloa,,,,,,,,,
284,Zostera marina,1992,February,Sanchez-Lizaso y Riosmena-Rodriguez,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
285,Zostera marina,1992,March,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
286,Zostera marina,1992,May,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
287,Zostera marina,1994,December,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
288,Zostera marina,1994,December,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
289,Zostera marina,1995,April,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
290,Zostera marina,1995,January,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
291,Zostera marina,1995,May,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
292,Zostera marina,1999,DD,Santamaria-Gallegos et al.,Punta Arenas,26.75,-111.75,DD,DD,Yes,"Temporal coincidense of the annual Eelgrass Zostera marina and juvenile scallops Argopecten ventricosus (Sowerby II, 1842) in Bahia Concepcion, Mexico",No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
293,Zostera marina,2000,March-April,Torre-Cosio,Punta Arenas,26.88,-111.93,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
294,Zostera marina,2009,January-April,Riosmena-Rodriguez et al.,Punta Arenas,26.75,-111.75,DD,DD,No,Conservation status of Zostera marina populations at Mexican Pacific,No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
295,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
296,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Arenas,26.79,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
297,Ruppia maritima,2010,May,Lopez-Calderon et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
298,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Arenas,26.79,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
299,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Punta Arenas,26.78,-111.86,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
300,Zostera marina,1994-1995,December-April,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
301,Zostera marina,1994-1995,December-May,Santamaria-Gallegos et al.,Punta Arenas,26.55,-111.7,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
302,Zostera marina,1994-1995,December-May,Santamaria-Gallegos et al.,Punta Arenas,26.88,-111.93,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,0,DD,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
303,Zostera marina,2000-2002,November-May,Muniz-Salazar et al.,Punta Arenas,26.78,-111.86,DD,DD,No,Population genetic structure of annual and perennial populations of Zostera marina along the Pacific coast of Baja California and the Gulf of California,No,0,Yes,,,,1,1,0,,0,,,,Bahia Concepcion,Baja California Sur,,,,,,,,,
304,Ruppia maritima,1973,June,Felger y Schneider,Punta Chueca,29.01,-112.16,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
305,Halodule wrightii,1973,June-November,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
306,Halodule wrightii,1973,October,Felger,Punta Chueca,29.01,-112.16,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,dd,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
307,Halodule wrightii,1973,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
308,Halodule wrightii,1973,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
309,Ruppia maritima,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
310,Zostera marina,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
311,Halodule wrightii,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,DD,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
312,Halodule wrightii,1979,June,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
313,Zostera marina,1983,DD,McMillan,Punta Chueca,29.01,-112.16,DD,DD,No,Seed germination for an annual form of Zostera marina form the sea of Cortez,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
314,Zostera marina,1985,May,Valencia et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Nutritive value of Zostera marina and cardon (Pachycereus pringlei) as consumed by the Seri Indians In Sonora Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
315,Zostera marina,1996,November,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
316,Zostera marina,1997,November,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
317,Zostera marina,2000,March-April,Torre-Cosio,Punta Chueca,29.01,-112.16,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
318,Zostera marina,2002,March,Bourillon-Moreno,Punta Chueca,29.01,-112.16,DD,DD,Yes,"Exclusive fishing zone as a strategy for managing fishery resources by the Seri Indians, Gulf of California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
319,Halodule wrightii,2007,July,Wilder et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,"New plant discoveries for Sonoran Islands, Gulf of California Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
320,Halodule wrightii,2007,July,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),1,Yes,,,,0,0,0,,0,,,,Canal del Infiernillo ,Sonora,,,,,,,,,
